id,store_id,name,description,price,category,image_url
58,68,딸기라떼,,4500,,
59,69,해남 꿀고구마 라떼,"해남에서 자란 호풍미 품종을 사용합니다. 숙성 후 달콤하고 촉촉해지는 이 품종을 사용해 계절감을 느낄 수 있는 음료를 만들었습니다. 햇살 내리쬐는 오전, 창문 옆의 베개같은 뭉근한 고구마 라떼 한 잔을 즐겨보세요.",5100,,
60,69,설향 생 딸기 라떼,생 딸기 향이 장점인 설향 품종을 사용하여 향을 극대화시키는 레시피로 만든 딸기청을 사용합니다. 향긋하고 달콤한 제철 과일을 즐겨보세요!!!,5100,,
61,69,고메 바닐라 빈 라떼,최고 등급 품질의 바닐라 빈을 사용해 직접 만든 바닐라 빈 시럽을 사용합니다. KGML의 다양한 원두 중 하나늘 선택해서 즐길 수 있습니다. 원두마다 바닐라 빈의 풍미와 어우러지는 느낌이 달라서 취향 따라 골라 마시는 재미가 더 좋습니다.,5500,,
62,69,아메리카노,취향에 따라 원두를 선택해서 마실 수 있습니다.,4500,,
63,69,카페 라떼,취향에 따라 원두를 선택해서 마실 수 있습니다.,5000,,
64,69,고메 바닐라 빈 라떼,최고 등급 품질의 바닐라 빈을 사용해 직접 만든 바닐라 빈 시럽을 사용합니다. KGML의 다양한 원두 중 하나늘 선택해서 즐길 수 있습니다. 원두마다 바닐라 빈의 풍미와 어우러지는 느낌이 달라서 취향 따라 골라 마시는 재미가 더 좋습니다.,5500,,
65,72,맛차 라떼,프리미엄 하동 맛차로 만든 청량한 라떼,6800,,
66,72,호지차 라떼,프리미엄 하동 호지차로 만든 고소한 라떼,6800,,
67,72,비엔나 커피,"8oz 아메리카노,비엔나 크림",6800,,
68,72,버번 카라멜,"카라멜 우유,콜드브루 크림",6800,,
69,72,쑥차 블랑,"쑥 라떼,인절미 크림",6800,,
70,72,아메리카노,1. 수수블렌드: 베리류의 산미가 좋은 산뜻한 커피 2. 노네임블렌드: 고소함과 단맛의 여운이 좋은 커피 3. 디카페인: 깨끗한 질감과 밸러스가 좋은 커피,5300,,
71,72,롱블랙,1. 수수블렌드: 베리류의 산미가 좋은 산뜻한 커피 2. 노네임블렌드: 고소함과 단맛의 여운이 좋은 커피 3. 디카페인: 깨끗한 질감과 밸러스가 좋은 커피,5300,,
72,72,카페라떼,1. 수수블렌드: 베리류의 산미가 좋은 산뜻한 커피 2. 노네임블렌드: 고소함과 단맛의 여운이 좋은 커피 3. 디카페인: 깨끗한 질감과 밸러스가 좋은 커피,5800,,
73,76,밤 몽블랑 데니쉬,진한 밤크림과 통밤이 올라간 데니쉬,6800,,
74,76,맛차 라떼,프리미엄 하동 맛차로 만든 청량한 라떼,6800,,
75,76,호지차 라떼,프리미엄 하동 호지차로 만든 고소한 라떼,6800,,
76,76,카다멈 번,고급 향신료 카다멈과 버터의 깊은 풍미가 어우러진 촉촉한 번,5500,,
77,76,크리스마스 크루아상 (레드),피스타치오 크림과 라즈베리 잼이 들어간 크리스마스 크루아상,5000,,
78,76,크리스마스 크루아상 (그린),피스타치오 크림과 라즈베리 잼이 들어간 크리스마스 크루아상,5000,,
79,76,호밀통밀 사워도우,호밀통밀이 들어가 고소한맛의 사워도우,13000,,
80,76,호밀통밀 사워도우 하프 1/2,호밀 통밀이 들어가 고소한 맛의 사워도우,7000,,
81,87,Moonstone,"미디엄스톤 시그니처 오렌지,자몽,에스프레소 콘파냐",7000,,
82,87,Sunstone,미디엄스톤 시그치너 레몬크림 아인슈페너 라떼,7000,,
83,87,Moonstone,"미디엄스톤 시그니처 오렌지,자몽,에스프레소 콘파냐",7000,,
84,87,Sunstone,미디엄스톤 시그치너 레몬크림 아인슈페너 라떼,7000,,
85,87,Vanilla latte,바닐라라떼,5200,,
86,87,Salted caramel latte,단짜 카라멜크림층이 올라간 라떼,6300,,
87,87,Flat white,플랫 화이트,4800,,
